Cube Number,Solve Time (ms),Number of Moves
514,1.8886,476
515,1.5189,434
516,0.4747,194
517,0.6856,178
518,0.5742,202
519,0.6153,374
520,1.4819,330
521,0.7056,218
522,0.7757,216
523,0.8672,254
524,0.5072,172
525,0.6132,228
526,0.6984,168
527,0.8204,324
528,1.1474,280
529,1.706,428
530,0.6944,234
531,0.7283,446
532,1.2047,446
533,0.4313,266
534,0.8267,220
535,0.6036,212
536,1.142,222
537,1.6037,376
538,0.9244,240
539,0.9062,232
540,1.6511,422
541,0.7661,236
542,0.4158,142
543,0.6307,250
544,0.6199,196
545,0.8972,194
546,1.7633,522
547,0.7014,174
548,0.6901,216
549,0.715,214
550,0.7592,254
551,1.9462,420
552,1.0246,236
553,1.231,262
554,0.9008,164
555,0.8429,272
556,0.7861,198
557,1.4267,408
558,0.868,270
559,1.7622,224
560,1.1847,274
561,1.1266,268
562,0.8851,208
563,1.2739,368
564,0.5802,222
565,0.3835,134
566,0.9885,416
567,0.5449,198
568,0.7234,340
569,1.0751,286
570,0.3637,232
571,0.7519,220
572,0.3997,234
573,0.8922,224
574,0.3512,208
575,0.5408,176
576,0.9385,232
577,0.7766,246
578,0.6854,244
579,1.7088,424
580,0.961,242
581,1.1162,414
582,1.0069,444
583,0.969,172
584,1.3187,338
585,1.2725,208
586,0.6784,234
587,1.2395,266
588,1.2462,248
589,0.7048,202
590,0.8841,238
591,1.2442,384
592,1.0679,216
593,1.007,222
594,0.8573,184
595,1.4896,228
596,1.3507,452
597,0.82,172
598,0.9267,172
599,0.589,200
600,1.0565,256
601,0.915,356
602,0.6607,238
603,0.5937,252
604,1.5808,180
605,0.6323,428
606,0.5663,300
607,0.5887,178
608,0.4759,220
609,0.424,274
610,1.0953,384
611,1.1243,242
612,0.5397,220
613,1.0601,464
614,1.4649,422
615,1.2222,430
616,0.6583,174
617,0.7882,286
618,1.2361,378
619,1.9243,456
620,1.814,428
621,1.5026,264
622,0.9541,194
623,4.4728,440
624,1.1832,468
625,0.9177,214
626,0.8038,188
627,1.4121,496
628,0.9759,230
629,1.4724,390
630,0.5732,250
631,0.7383,166
632,1.2437,464
633,1.1745,260
634,1.7073,464
635,0.4229,260
636,0.7026,164
637,1.305,312
638,1.5507,438
639,0.6867,152
640,0.7213,228
641,0.8572,400
642,0.6987,230
643,1.3655,402
644,0.3273,198
645,0.4681,176
646,0.422,230
647,0.6446,228
648,0.4481,262
649,0.4756,214
650,0.2926,180
651,1.3005,230
652,0.602,402
653,0.4641,144
654,0.4594,234
655,0.6521,260
656,0.4893,204
657,0.8743,244
658,0.7514,198
659,1.4275,470
660,1.231,186
661,0.4661,194
662,1.0915,452
663,1.0588,214
664,1.587,304
665,1.0135,242
666,0.6169,202
667,1.2656,472
668,0.5783,206
669,1.0184,170
670,0.6297,210
671,0.5232,170
672,0.7471,268
673,0.5472,208
674,0.7541,270
675,0.5642,152
676,0.8612,268
677,0.6632,154
678,0.929,222
679,0.5604,190
680,0.6954,250
681,1.2321,308
682,0.7517,268
683,1.0979,300
684,0.7083,260
685,0.9245,224
686,1.0367,226
687,1.4029,196
688,0.8668,222
689,0.4278,214
690,1.2233,488
691,0.3588,222
692,0.683,206
693,0.4935,296
694,1.3005,262
695,0.736,324
696,1.9773,248
697,0.6433,224
698,1.1034,266
699,0.3086,154
700,0.5359,240
701,1.0184,494
702,0.8554,402
703,0.6857,320
704,0.4191,268
705,0.4258,208
706,0.4719,198
707,0.5306,254
708,1.3739,212
709,0.4939,178
710,0.4304,190
711,0.4757,172
712,1.7085,468
713,0.375,180
714,0.5744,232
715,0.6035,244
716,0.4082,188
717,0.4197,242
718,0.9403,472
719,0.385,178
720,0.4403,278
721,0.6066,420
722,0.6026,296
723,0.9903,514
724,0.5207,268
725,0.3998,184
726,0.3537,156
727,0.4139,252
728,0.3623,230
729,0.4824,220
730,0.4356,216
731,0.3577,198
732,0.4638,208
733,0.5005,240
734,0.4137,246
735,0.4614,228
736,0.7042,350
737,0.3979,180
738,0.6507,434
739,0.3623,234
740,0.4641,216
741,0.404,188
742,0.7591,374
743,0.7437,410
744,0.3578,218
745,0.4039,178
746,0.3366,204
747,0.3835,190
748,0.4414,268
749,0.7257,474
750,0.605,276
751,0.7112,404
752,0.4246,192
753,0.7306,394
754,0.4283,210
755,0.3183,190
756,0.3518,210
757,0.4734,204
758,0.3586,220
759,0.3935,252
760,0.478,312
761,0.4468,252
762,0.4343,216
763,0.7565,480
764,0.672,366
765,0.4608,236
766,0.3725,220
767,0.4258,252
768,0.3251,192
769,0.3773,226
770,0.4721,294
771,0.6405,322
772,0.6556,444
773,0.4478,218
774,0.4263,262
775,0.4102,252
776,0.6874,388
777,0.6088,416
778,0.4326,266
779,0.3076,182
780,0.562,378
781,0.4211,258
782,0.3483,172
783,0.6437,440
784,0.4553,294
785,0.3187,186
786,0.4983,246
787,0.3172,186
788,0.4684,196
789,0.3864,238
790,0.4621,276
791,0.3948,256
792,0.3768,224
793,0.3098,190
794,0.5561,264
795,0.4215,258
796,0.7769,386
797,0.3924,200
798,0.8637,202
799,0.5429,378
800,0.3552,218
801,0.4409,226
802,0.6612,356
803,0.2579,156
804,0.3969,174
805,0.7809,526
806,0.7342,408
807,0.5241,232
808,0.6471,394
809,0.6021,402
810,0.5592,372
811,0.4175,208
812,0.3495,208
813,0.4871,238
814,0.3723,238
815,0.47,268
816,0.3562,220
817,0.3059,182
818,0.3957,236
819,0.4786,234
820,0.4955,308
821,0.3428,206
822,0.3891,228
823,0.6934,438
824,0.4305,204
825,0.3838,220
826,0.321,144
827,0.5158,224
828,0.5241,360
829,0.2554,136
830,0.4242,262
831,0.2893,172
832,0.7111,488
833,0.3736,180
834,0.5102,334
835,0.4218,256
836,0.3389,210
837,0.3344,210
838,0.5845,280
839,0.667,356
840,0.4979,248
841,0.2579,154
842,0.4174,186
843,0.812,448
844,0.2724,160
845,0.4734,260
846,0.4009,202
847,0.834,448
848,0.2671,164
849,0.5598,366
850,0.6931,442
851,0.341,206
852,0.4686,238
853,0.357,214
854,0.4381,218
855,0.4741,292
856,0.7296,486
857,0.2841,168
858,0.3574,152
859,0.3765,240
860,0.3978,260
861,0.2328,132
862,0.8414,478
863,0.3283,160
864,0.3136,140
865,0.3435,210
866,0.5328,350
867,0.4181,240
868,0.3219,194
869,0.437,276
870,0.653,420
871,0.3554,226
872,0.4172,216
873,0.8332,426
874,0.3889,240
875,0.3885,234
876,0.526,358
877,0.3886,236
878,0.5255,266
879,0.2855,160
880,0.4251,260
881,0.3568,216
882,0.5172,300
883,0.6531,386
884,0.5736,210
885,0.351,170
886,0.3583,220
887,0.688,436
888,0.2615,160
889,0.3654,216
890,0.4092,210
891,0.6492,460
892,0.56,382
893,0.5676,292
894,0.6872,442
895,0.3952,244
896,0.3266,202
897,0.3408,202
898,0.3843,232
899,0.5243,260
900,0.2609,160
901,0.3373,200
902,0.3431,178
903,0.6439,440
904,0.3263,188
905,0.4745,222
906,0.5377,334
907,0.4714,310
908,0.5745,398
909,0.3487,216
910,0.5081,296
911,0.48,254
912,0.4079,256
913,0.6795,346
914,0.4083,242
915,0.4457,296
916,0.4978,318
917,0.6241,340
918,0.5939,302
919,0.4777,210
920,0.4491,186
921,0.598,326
922,0.2343,134
923,0.9236,460
924,0.5144,340
925,0.3288,196
926,0.6599,452
927,0.7088,466
928,0.3128,172
