Cube Number,Solve Time (ms),Number of Moves
955,2.6618,255
956,3.8478,308
957,4.5209,488
958,2.0062,251
959,4.2066,375
960,3.5078,468
961,7.8611,603
962,3.7558,349
963,7.7323,638
964,4.3795,474
965,5.0266,406
966,3.859,363
967,3.1037,398
968,3.8957,295
969,1.022,279
970,4.3136,398
971,3.6856,453
972,1.0849,290
973,3.5916,574
974,4.8512,406
975,7.9012,729
976,2.8019,457
977,4.4703,509
978,6.704,596
979,4.7326,485
980,3.3789,239
981,6.1423,533
982,2.9023,365
983,3.5095,435
984,2.4782,275
985,3.7747,423
986,4.0118,479
987,2.4592,216
988,4.1946,323
989,6.8464,643
990,5.0832,502
991,5.6822,452
992,3.7221,367
993,2.9997,288
994,5.0579,409
995,9.2913,650
996,2.6638,221
997,4.7251,474
998,3.8907,457
999,3.3309,289
