Cube Number,Solve Time (ms),Number of Moves
469,0.7444,173
470,0.6034,173
471,2.9239,173
472,0.4433,173
473,0.6149,173
474,0.5091,173
475,0.6139,173
476,0.4403,173
477,0.6035,173
478,0.5549,173
479,0.6286,173
480,0.6125,173
481,0.5642,173
482,0.6378,173
483,0.432,173
484,0.5994,173
485,0.619,173
486,0.695,173
487,0.3985,172
488,0.5499,172
489,0.6467,172
490,0.4123,172
491,0.5176,172
492,0.4087,172
493,0.4108,172
494,0.6614,172
495,0.4321,172
496,0.5716,172
497,0.4011,172
498,0.5969,172
499,0.5464,172
500,0.5858,172
501,0.6144,172
502,0.7087,172
503,0.5391,172
504,0.464,172
505,0.4916,172
506,0.6702,172
507,0.9885,172
508,0.4112,172
509,2.338,172
510,0.7687,172
511,0.5754,172
512,0.6025,172
513,1.1719,172
514,0.5372,172
515,0.6862,183
516,0.6502,183
517,0.4324,183
518,0.4527,183
519,0.4594,183
520,0.6491,183
521,0.7694,183
522,0.5394,183
523,0.4608,183
524,0.5706,183
525,0.6504,183
526,0.6354,183
527,0.5615,183
528,0.5856,183
529,0.5888,183
530,0.6389,183
531,0.4618,183
532,1.1236,183
533,1.4726,183
534,0.444,183
535,0.6015,183
536,0.6859,183
537,0.8255,183
538,0.5988,183
539,1.2943,183
540,0.8683,183
541,0.7262,183
542,1.9891,176
543,0.5978,176
544,0.395,176
545,0.4635,176
546,0.4141,176
547,0.4749,176
548,0.5429,176
549,0.4193,176
550,0.6232,176
551,0.4652,176
552,0.5484,176
553,0.5601,176
554,0.6064,176
555,0.4216,176
556,0.5557,176
557,0.8156,176
558,0.4911,176
559,0.5473,176
560,0.5266,176
561,0.4998,176
562,0.4481,176
563,0.6873,176
564,0.7406,176
565,0.4525,176
566,0.5274,176
567,0.6053,176
568,0.4232,176
569,0.4396,176
570,0.6041,157
571,0.4278,157
572,0.3854,157
573,0.3964,157
574,0.5992,157
575,0.5566,157
576,0.4231,157
577,0.5828,157
578,0.7164,157
579,0.5598,157
580,0.5599,157
581,0.5146,157
582,0.5556,157
583,0.5342,157
584,0.4399,157
585,0.5454,157
586,0.8568,157
587,0.5582,157
588,0.5947,157
589,0.5413,157
590,0.5385,157
591,0.4009,157
592,0.4493,157
593,0.5601,157
594,0.4826,157
595,1.6362,157
596,0.5739,157
597,0.428,157
598,0.6158,157
599,1.4719,136
600,0.3732,136
601,0.5442,136
602,0.517,136
603,0.4168,136
604,0.5121,136
605,0.4904,136
606,0.3626,136
607,0.3658,136
608,0.5461,136
609,0.5257,136
610,0.386,136
611,0.4999,136
612,0.5026,136
613,0.4398,136
614,0.3707,136
615,0.4519,136
616,0.519,136
617,0.5981,136
618,0.5391,136
619,0.5333,136
620,0.3703,136
621,0.5474,136
622,0.4494,136
623,0.9059,136
624,0.3937,136
625,0.4566,136
626,0.523,136
627,0.5452,136
628,0.6098,136
629,0.5012,227
630,0.9309,227
631,0.7358,227
632,1.2661,227
633,0.6594,227
634,0.7153,227
635,0.578,227
636,0.7502,227
637,0.7463,227
638,0.7427,227
639,0.5818,227
640,0.6828,227
641,0.7187,227
642,0.5127,227
643,0.7787,227
644,0.6952,227
645,0.7066,227
646,0.6397,227
647,0.7485,227
648,0.7039,227
649,0.5091,227
650,0.6684,227
651,0.8257,227
652,0.5496,227
653,0.666,227
654,0.801,227
655,0.6305,227
656,0.6677,227
657,0.6692,227
658,0.7544,252
659,0.848,252
660,0.7933,252
661,0.6027,252
662,0.561,252
663,0.574,252
664,0.8239,252
665,0.8154,252
666,0.771,252
667,0.8551,252
668,0.7386,252
669,0.8013,252
670,0.5831,252
671,0.7707,252
672,0.8021,252
673,0.9665,252
674,0.871,252
675,0.6088,252
676,1.4259,252
677,0.9662,252
678,0.8804,252
679,0.6318,252
680,0.7859,252
681,0.6001,252
682,0.6118,252
683,0.6808,252
684,0.8753,252
685,0.6922,252
686,0.7692,252
687,1.4535,216
688,0.6949,216
689,0.6619,216
690,0.5216,216
691,0.721,216
692,0.6026,216
693,0.5204,216
694,0.6884,216
695,1.407,216
696,0.5055,216
697,0.6573,216
698,0.5513,216
