Cube Number,Solve Time (ms),Number of Moves
946,6.1711,638
947,2.6225,382
948,4.4576,770
949,2.6879,402
950,5.9665,518
951,6.1162,760
952,3.9614,362
953,2.0077,366
954,4.5033,570
955,2.161,766
956,1.3127,458
957,2.6922,664
958,1.1517,330
959,2.68,480
960,5.5045,374
961,1.2904,326
962,4.5069,360
963,4.2285,586
964,2.4547,328
965,2.556,434
966,2.7325,354
967,4.7485,654
968,5.1858,884
969,1.1887,468
970,1.0396,362
971,4.6042,442
972,8.5035,584
973,10.6519,706
974,4.2428,540
975,2.5165,354
976,6.199,478
977,5.2134,400
978,1.6483,332
979,1.5489,252
980,3.3352,390
981,5.7489,604
982,5.8399,522
983,5.3591,370
984,8.0238,916
985,5.4995,506
986,6.421,596
987,1.7573,324
988,1.6785,300
989,4.1831,470
990,2.3629,364
991,2.8125,596
992,6.4757,554
993,7.0259,440
994,9.3969,714
995,2.1225,428
996,4.8367,484
997,7.1195,626
998,8.408,634
999,4.2056,662
